customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-005936,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,75.86,3524.19,No
CUST-005937,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,83.71,161.15,Yes
CUST-005938,Female,1,Yes,No,44,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,68.04,2891.58,Yes
CUST-005939,Female,1,No,Yes,32,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),62.17,2053.63,Yes
CUST-005940,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.92,6016.17,Yes
CUST-005941,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.43,2170.58,No
CUST-005942,Male,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.07,2497.18,Yes
CUST-005943,Male,1,Yes,Yes,39,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.08,3287.57,No
CUST-005944,Female,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.81,5002.12,Yes
CUST-005945,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,87.51,4473.15,Yes
CUST-005946,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.74,2787.0,No
CUST-005947,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.91,595.26,Yes
CUST-005948,Female,0,Yes,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.24,1999.88,No
CUST-005949,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,86.9,1237.24,Yes
CUST-005950,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.77,1758.82,No
CUST-005951,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.2,5128.45,Yes
CUST-005952,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.13,585.07,Yes
CUST-005953,Male,0,No,Yes,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.23,754.39,Yes
CUST-005954,Female,1,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.32,3447.64,Yes
CUST-005955,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,72.68,4287.99,Yes
CUST-005956,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,96.19,7131.12,No
CUST-005957,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.17,3316.03,No
CUST-005958,Female,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,77.84,3638.52,No
CUST-005959,Female,1,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),38.49,792.66,No
CUST-005960,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.41,2037.2,Yes
CUST-005961,Male,1,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.45,2170.16,No
CUST-005962,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.81,409.16,Yes
CUST-005963,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.59,2261.94,Yes
CUST-005964,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.29,915.02,Yes
CUST-005965,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,66.39,2717.3,Yes
CUST-005966,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),87.71,4887.81,Yes
CUST-005967,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.0,6403.63,Yes
CUST-005968,Female,1,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.14,2467.3,Yes
CUST-005969,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,86.09,2000.56,Yes
CUST-005970,Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.22,6429.19,Yes
CUST-005971,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.41,5345.65,Yes
CUST-005972,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.28,3109.2,Yes
CUST-005973,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),100.92,1413.22,Yes
CUST-005974,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.01,4370.09,Yes
CUST-005975,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.23,328.19,No
CUST-005976,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.4,751.44,No
CUST-005977,Female,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),90.9,3421.61,Yes
CUST-005978,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),99.23,6374.94,No
CUST-005979,Male,0,No,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,68.56,4995.15,Yes
CUST-005980,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.68,2037.68,No
CUST-005981,Female,0,No,Yes,35,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.72,2860.51,No
CUST-005982,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.38,250.01,Yes
CUST-005983,Female,0,No,No,58,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.01,5118.53,Yes
CUST-005984,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.97,5293.78,Yes
CUST-005985,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,78.67,2727.31,Yes
CUST-005986,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,84.28,3411.25,No
CUST-005987,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.84,4165.9,Yes
CUST-005988,Female,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.19,718.27,Yes
CUST-005989,Female,0,No,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,66.88,4034.88,Yes
CUST-005990,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.03,2757.62,No
CUST-005991,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.78,1689.56,Yes
CUST-005992,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,78.51,1026.23,Yes
CUST-005993,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.28,2628.15,No
CUST-005994,Female,1,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,101.09,1839.14,No
CUST-005995,Male,1,Yes,No,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),75.95,2942.68,Yes
CUST-005996,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71.21,2680.81,Yes
CUST-005997,Female,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,65.57,4631.85,No
CUST-005998,Female,0,Yes,Yes,48,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.11,3210.76,No
CUST-005999,Female,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.47,1580.07,No
CUST-006000,Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.93,2393.49,Yes
CUST-006001,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,82.8,1980.93,No
CUST-006002,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,73.37,3464.62,Yes
CUST-006003,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),99.44,6371.27,Yes
CUST-006004,Female,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),96.88,4087.52,Yes
CUST-006005,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,89.45,4350.52,No
CUST-006006,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,72.02,1721.6,Yes
CUST-006007,Male,0,No,No,40,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.2,2627.67,Yes
CUST-006008,Female,0,No,No,41,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,73.18,3013.69,No
CUST-006009,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.12,2915.42,Yes
CUST-006010,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,73.69,1732.94,No
CUST-006011,Male,1,Yes,No,25,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.36,1642.17,Yes
CUST-006012,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.29,2464.56,Yes
CUST-006013,Female,1,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),66.95,1957.61,Yes
CUST-006014,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,99.39,2021.43,Yes
CUST-006015,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),99.43,1392.79,No
CUST-006016,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,83.77,3015.0,Yes
CUST-006017,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.84,4108.44,No
CUST-006018,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.86,69.76,Yes
CUST-006019,Female,1,No,Yes,48,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.26,3979.64,No
CUST-006020,Female,1,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,80.07,4559.52,Yes
CUST-006021,Male,0,Yes,No,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.57,4122.45,No
CUST-006022,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,79.75,4742.38,Yes
CUST-006023,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,93.02,2110.5,Yes
CUST-006024,Female,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,55.53,374.42,No
CUST-006025,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.27,5683.13,Yes
CUST-006026,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.79,5428.93,No
CUST-006027,Male,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.84,943.4,No
CUST-006028,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,90.8,5703.39,Yes
CUST-006029,Female,1,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.23,1916.93,Yes
CUST-006030,Male,0,No,No,54,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,56.59,2938.53,No
CUST-006031,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.46,2184.83,Yes
CUST-006032,Female,0,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.46,4811.97,Yes
CUST-006033,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.05,4071.87,Yes
CUST-006034,Female,0,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,71.02,967.58,Yes
CUST-006035,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),90.08,5983.94,No
CUST-006036,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),82.61,2461.33,No
CUST-006037,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.26,1711.91,No
CUST-006038,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,98.47,4157.47,No
CUST-006039,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.1,1073.89,Yes
CUST-006040,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.49,3336.82,Yes
CUST-006041,Male,0,Yes,Yes,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.39,1490.49,Yes
CUST-006042,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.93,909.06,Yes
CUST-006043,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.9,5984.6,Yes
CUST-006044,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.08,1757.08,No
CUST-006045,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.79,1128.33,No
CUST-006046,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,59.08,56.93,No
CUST-006047,Male,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.04,1216.65,Yes
CUST-006048,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.39,1444.75,No
CUST-006049,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.93,272.09,Yes
CUST-006050,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.55,4117.56,Yes
CUST-006051,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.88,2244.19,Yes
CUST-006052,Male,0,No,No,53,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.05,4491.1,Yes
CUST-006053,Male,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.18,1741.4,No
CUST-006054,Male,0,No,No,51,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),63.45,3222.45,Yes
CUST-006055,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.87,5915.11,Yes
CUST-006056,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.99,177.25,Yes
CUST-006057,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.62,736.44,No
CUST-006058,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.92,142.44,No
CUST-006059,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.01,343.29,Yes
CUST-006060,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.0,2327.56,Yes
CUST-006061,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.4,79.65,Yes
CUST-006062,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.59,1918.42,Yes
CUST-006063,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.12,360.21,Yes
CUST-006064,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),91.37,703.83,Yes
CUST-006065,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.77,1718.74,No
CUST-006066,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.28,4614.58,No
CUST-006067,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,94.28,3127.11,Yes
CUST-006068,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,74.52,3109.65,Yes
CUST-006069,Male,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.08,396.43,Yes
CUST-006070,Female,0,No,Yes,35,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,62.94,2153.35,Yes
CUST-006071,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,95.59,5143.29,No
CUST-006072,Female,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,71.05,2599.98,No
CUST-006073,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.01,4728.79,Yes
CUST-006074,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.6,2760.91,Yes
CUST-006075,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),70.64,1868.17,No
CUST-006076,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,88.03,5606.1,No
CUST-006077,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.39,2508.44,No
CUST-006078,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.97,472.73,Yes
CUST-006079,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),81.9,2571.14,Yes
CUST-006080,Female,0,No,No,56,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),68.19,3633.16,No
CUST-006081,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,91.03,1784.92,Yes
CUST-006082,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.52,4416.85,Yes
CUST-006083,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,6146.13,Yes
CUST-006084,Female,1,No,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.07,1436.15,Yes
CUST-006085,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,81.64,942.62,No
CUST-006086,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,96.18,6579.43,No
CUST-006087,Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.79,2514.61,No
CUST-006088,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,81.56,4926.89,Yes
CUST-006089,Male,1,No,No,44,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,76.61,3331.46,Yes
CUST-006090,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.55,145.28,Yes
CUST-006091,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,98.55,6802.58,No
CUST-006092,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.25,1048.16,Yes
CUST-006093,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.0,974.74,Yes
CUST-006094,Male,0,No,Yes,52,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.27,3110.39,Yes
CUST-006095,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.47,1134.17,No
CUST-006096,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,76.49,4822.31,No
CUST-006097,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,96.03,5903.96,Yes
CUST-006098,Female,0,Yes,No,58,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.28,3835.14,No
CUST-006099,Female,0,No,Yes,61,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.98,4354.27,Yes
CUST-006100,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),88.06,3582.04,Yes
CUST-006101,Male,1,Yes,No,63,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,67.6,4406.04,Yes
CUST-006102,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.11,3830.18,Yes
CUST-006103,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.54,576.38,Yes
CUST-006104,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,102.0,3268.48,Yes
CUST-006105,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.33,1479.56,Yes
CUST-006106,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),88.6,5447.23,No
CUST-006107,Male,1,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.84,931.35,No
CUST-006108,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.51,1056.05,Yes
CUST-006109,Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.27,1639.05,No
CUST-006110,Female,1,No,No,58,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),58.24,3447.91,Yes
CUST-006111,Female,0,No,Yes,37,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.97,2267.75,Yes
CUST-006112,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.71,714.13,No
